batch_id,timestamp,n_assignments,n_customers,n_agents,avg_csat,std_csat,avg_aht,std_aht,sla_met_rate,avg_skill_match,min_csat,max_csat,assignments_voice,assignments_chat,assignments_email,gini_coefficient
127,2025-11-04T07:46:02.862469,6,40,30,0.3543085750990566,0.12949753864406177,6.812710879065091,4.1874016046247595,0.5,0.452753290821942,0.16552276787145187,0.5934773147486413,,4.0,2.0,0.1166666666666667
128,2025-11-04T07:46:02.886492,12,40,30,0.4201409519425526,0.23809896197606353,6.523657754396203,2.143961367983119,0.4166666666666667,0.48932627143585966,0.0,0.7720659465904731,,8.0,4.0,0.07962962962962972
129,2025-11-04T07:46:02.924174,5,55,30,0.21206592634947072,0.11057661970609822,10.624090228225375,4.298997988456088,0.4,0.1982229690155841,0.0,0.2989550176228504,,3.0,2.0,0.125
130,2025-11-04T07:46:02.954330,7,50,30,0.4007974845124109,0.1805636555663018,5.983934392204615,1.911508020805722,0.5714285714285714,0.5120613120629689,0.1938593073094547,0.6877308872013307,,4.0,3.0,0.05494505494505497
131,2025-11-04T07:46:02.982994,5,41,30,0.5601110091996635,0.2447520800649399,7.061050068181858,3.867293314550196,0.6,0.5753625512500662,0.17085387798486912,0.9032548217073751,,2.0,3.0,0.0
132,2025-11-04T07:46:03.023365,6,62,30,0.3720880718432611,0.1627979498259049,8.603300443190145,3.358738717473586,0.5,0.4702769527345196,0.21928287779197944,0.6615665456952221,1.0,2.0,3.0,0.15151515151515138
133,2025-11-04T07:46:03.066599,2,59,30,0.6930974521956856,0.22221060149156655,8.098993960700652,3.1546904383372727,0.5,0.6114052074384907,0.4708868507041191,0.9153080536872522,,1.0,1.0,0.05555555555555558
134,2025-11-04T07:46:03.105491,3,54,30,0.3426475166234282,0.11975246247486535,7.127232505923572,1.5465452147795336,0.6666666666666666,0.4425182269808307,0.24324660569349013,0.5110938039433088,,1.0,2.0,0.0
135,2025-11-04T07:46:03.131920,7,38,30,0.43154706105594587,0.26365076409750215,7.435061367852303,2.2960981744575775,0.2857142857142857,0.5128530722494109,0.003737107607867718,0.7639025064336243,,5.0,2.0,0.08465608465608465
136,2025-11-04T07:46:03.166963,4,48,30,0.3040759251667898,0.14539162745501827,7.998650956967509,2.9709555262673324,0.25,0.45790575013561596,0.07849634314558013,0.4368292755779203,,3.0,1.0,0.0
137,2025-11-04T07:46:03.197666,5,44,30,0.3625680199737168,0.13113168350254428,6.920208256754206,2.7215876892209603,0.4,0.5125291596640621,0.11838540811083621,0.4955602104423455,,3.0,2.0,0.04210526315789487
138,2025-11-04T07:46:03.224011,6,38,30,0.3280661088265274,0.18401141572939336,8.257108673766606,1.763520523039554,0.5,0.3975684127634716,0.038716519604944495,0.5475198714597211,,3.0,3.0,0.10317460317460303
139,2025-11-04T07:46:03.259461,6,51,30,0.2424677810300101,0.16592086533775893,11.677564577802826,2.3689408916110413,0.8333333333333334,0.2615320903471848,0.08809809338134425,0.5519221757491016,,1.0,5.0,0.06944444444444442
140,2025-11-04T07:46:03.289509,5,42,30,0.461515740656386,0.19479346589010266,3.4752536340419597,1.0069066898596573,0.4,0.6915280825589745,0.11291835524917754,0.6824672293202454,,4.0,1.0,0.0
141,2025-11-04T07:46:03.320241,3,38,30,0.4431521709709873,0.2991489002333621,8.493510227541455,3.4323220684329643,0.6666666666666666,0.4732489021248356,0.1367499944634472,0.8489861478988703,,1.0,2.0,0.14814814814814814
142,2025-11-04T07:46:03.359677,6,56,30,0.4503224819906741,0.194872385830338,6.244374936100736,4.2242226668072025,0.5,0.49307344724910945,0.16225668114142305,0.7146437247803709,,3.0,3.0,0.06060606060606055
143,2025-11-04T07:46:03.386580,8,40,30,0.474199636645531,0.32202483588403286,6.592887770745569,3.1996042646810596,0.5,0.48449678723776024,0.0,1.0,,5.0,3.0,0.1088709677419355
144,2025-11-04T07:46:03.442515,6,63,30,0.49760564075854097,0.16598316464283755,7.020141071743176,2.5346932040443955,0.6666666666666666,0.529288883525533,0.30643858371624655,0.7957236347022034,,2.0,4.0,0.0
145,2025-11-04T07:46:03.487695,4,46,30,0.276754898195406,0.16162805463673824,8.631827249255146,3.8841690266709983,0.5,0.3200961297974986,0.02008001937485772,0.4518225933732361,,2.0,2.0,0.044117647058823595
146,2025-11-04T07:46:03.520127,5,50,30,0.723154520058735,0.12044380211691114,5.011921143991206,2.876405570692173,1.0,0.6936823874941618,0.5519544568464453,0.92481103095037,,1.0,4.0,0.04210526315789487
147,2025-11-04T07:46:03.553057,5,50,30,0.36166034873881314,0.27935966949478325,6.362086349607263,1.7422656425839795,0.8,0.42132644923261575,0.0,0.6663853336849752,,1.0,4.0,0.04210526315789487
148,2025-11-04T07:46:03.589248,3,52,30,0.33345547774103523,0.24775658883479876,8.837404553885724,5.4520170490028015,0.6666666666666666,0.3349623296054141,0.14454002656977386,0.6834679043167913,,1.0,2.0,0.0
149,2025-11-04T07:46:03.621299,5,47,30,0.4397448742579253,0.34924710675787907,7.283851909975695,6.551486963528219,0.8,0.5856407037952669,0.0,0.9430930734216545,,1.0,4.0,0.054545454545454675
